ques,skill
5019,61
14460,114
11903,116
14716,40
11290,118
12283,108
9526,22
1983,65
4633,25
10901,77
4536,92
5274,58
6435,90
7087,16
1798,19
9682,40
11093,18
12736,90
4272,19
13589,6
7386,83
540,54
1660,85
1264,85
11398,65
1453,21
11734,51
3734,84
2678,68
10396,26
4248,39
13890,119
13888,9
14927,115
1477,85
14302,63
6941,83
1215,85
4825,87
11872,106
11187,3
8374,79
3050,61
7372,40
1828,19
13187,83
570,54
11824,65
1483,21
3582,107
6111,6
2446,68
6835,37
9292,97
13062,88
9168,61
3001,61
11086,72
12442,114
1779,19
12092,1
4561,98
7508,22
1696,21
13936,63
4855,87
15548,31
11453,14
1143,37
10121,100
7108,88
2397,68
6786,37
14367,20
14468,72
2413,12
178,65
8378,26
9049,2
11014,88
3436,110
8355,79
2811,58
4764,90
1837,81
9272,10
15507,114
9533,51
212,63
8949,0
15162,116
7538,22
4128,108
13839,22
8591,26
812,58
8852,67
14179,90
550,58
10151,100
6092,6
13783,90
8466,31
14894,72
5002,83
9028,0
4135,3
6270,12
6187,14
7926,23
14313,26
14070,39
1506,102
4271,49
3137,83
243,22
2538,20
9840,63
6349,12
6249,74
4229,52
2658,85
6483,12
7383,40
11395,22
12154,74
335,25
12314,63
4755,98
3172,77
8621,26
9017,26
9333,3
9405,108
9919,63
8859,83
4308,52
12756,115
11971,74
2475,85
3542,24
11145,32
11828,25
10245,4
12788,67
8438,26
4109,108
793,58
1827,49
12102,5
927,58
531,58
12763,10
14100,39
15421,60
10233,115
9870,63
7413,40
8970,72
2743,21
6540,115
2426,85
11163,22
84,12
2343,87
8389,26
3537,67
3100,29
610,58
6228,28
2186,103
6212,20
13440,114
2043,54
7915,106
8104,42
10358,2
9821,63
3572,24
12658,115
1624,107
6450,77
13341,108
7121,16
14535,88
8602,26
1857,49
6246,18
5668,41
6587,82
10439,112
13794,90
4391,63
3331,83
6760,10
9900,63
4404,2
5309,108
9817,65
2456,85
395,25
6281,12
12508,26
12926,14
14151,98
15345,78
8815,26
10936,100
15284,68
5647,103
1808,49
719,85
6605,72
12424,69
12644,72
9590,22
4342,63
9851,63
6494,12
6499,90
7151,16
13109,108
4680,58
12142,90
12324,67
15101,68
1887,49
6617,82
3081,29
14032,39
10367,64
8870,83
7896,106
9541,22
9090,86
10339,2
11877,21
9224,86
12538,26
12956,14
13732,6
12713,27
5397,49
7102,16
14695,19
5677,103
10462,72
10696,10
1838,49
3932,20
5575,92
10520,50
13500,114
5795,95
6829,86
9881,63
8384,45
4385,2
5290,108
6510,77
6529,90
7181,16
8141,58
8898,37
12415,77
12172,90
12428,16
12907,14
14393,102
5609,90
6688,83
4668,61
5105,62
3694,84
5628,103
6908,86
7359,22
7942,114
11619,106
12648,19
13129,63
4686,115
14499,40
10806,3
9254,86
1590,68
7132,16
6218,90
7310,22
3779,84
6993,86
3980,74
13622,117
6850,37
1669,68
4797,67
8066,5
9029,89
12202,90
10705,72
3344,92
5658,103
7389,22
13657,74
3698,95
3858,84
2724,118
4114,10
3918,98
4455,74
6810,86
1139,24
7523,22
8087,64
10258,26
11056,6
2613,58
7162,16
6248,90
13925,10
12877,84
7065,83
6669,83
2428,12
5086,62
5568,65
3809,84
5989,95
218,58
9593,23
1090,24
3872,103
10473,72
4702,72
12828,84
2231,77
8277,53
3948,98
7291,22
6840,86
5257,65
8774,105
150,45
8576,120
10665,13
7294,27
11391,117
14214,5
4085,103
4778,67
12722,102
8708,10
10958,6
7689,31
12541,27
4098,42
7453,20
14695,49
15058,101
130,103
2458,12
5116,62
7370,22
13638,74
7953,77
8068,64
2705,118
13018,100
12801,102
729,102
4036,103
4311,42
10780,84
2277,85
12712,30
15038,101
7583,22
2261,77
5463,25
356,5
11058,65
9420,108
4709,88
11770,5
14145,26
2857,108
7559,79
10892,32
2149,21
9582,106
6516,2
9978,106
2273,87
13071,84
14119,10
11271,65
2212,77
3929,98
2346,77
7754,25
11372,117
11666,69
14517,19
11127,20
2624,21
12725,90
4341,42
7670,31
7274,31
6159,115
925,54
10507,83
11305,63
12238,2
10331,86
15135,68
8330,77
11745,69
11860,56
7631,39
4477,88
9711,112
9766,48
15148,7
14072,19
15533,114
7841,34
8483,26
117,2
1600,85
10544,86
2376,77
15086,68
11696,69
2172,18
6379,10
10840,84
821,54
14243,22
13173,108
196,2
15440,7
173,18
7184,114
13089,114
11807,21
7619,42
11941,21
4322,42
6361,77
7651,31
772,54
7737,34
5617,74
906,54
510,54
9745,2
11030,100
5474,25
11407,87
15116,68
10532,89
7397,114
12524,49
110,83
14563,84
7135,114
11624,21
4315,2
8489,83
13260,117
13079,42
14449,19
11661,88
30,90
14493,25
12022,67
7693,112
11022,101
6526,6
13799,102
7214,114
5832,83
9762,63
3595,63
13426,42
138,74
8880,89
5504,25
6605,6
10932,100
7427,114
12050,21
7165,114
10016,64
14842,71
14303,22
6920,54
1075,68
11228,98
1209,68
10073,46
5326,103
14178,27
2502,27
3520,10
5996,83
4499,65
7116,114
4296,2
4678,67
9967,64
1780,5
1288,68
8208,46
9328,77
8910,89
15508,16
12399,67
10902,49
2500,102
13780,102
7195,114
14597,95
14681,95
1020,24
4712,65
5813,83
3301,87
11818,21
8287,46
12117,88
100,24
2098,58
11258,98
1239,68
12213,25
14076,100
11954,30
12510,19
4772,52
5892,83
3349,20
80,45
3786,21
6288,83
7408,114
9997,64
13271,117
3252,87
1810,5
6425,88
8238,46
9639,90
8384,100
1056,68
2049,58
11593,24
1190,68
7704,112
376,80
4168,59
13810,102
9013,42
13829,115
12843,84
11924,43
14627,95
6239,83
3104,108
2023,5
4062,77
9571,77
12625,90
1761,5
1269,68
8189,46
11885,88
11981,25
1007,68
12160,27
7468,20
12757,17
2220,61
7614,74
10145,83
1287,85
5580,117
8546,54
6512,97
3981,88
2921,108
15450,24
3282,87
1840,5
8268,46
12456,25
12194,25
2079,58
4214,67
14192,59
14715,100
86,102
4594,59
14057,100
7882,10
14191,63
13869,49
10633,22
10760,63
12491,19
2854,54
9483,85
13946,3
12655,90
3830,77
8219,46
9620,90
14969,101
4702,6
7338,31
15304,91
1713,85
1317,85
1928,10
5739,2
14608,95
8314,54
8997,47
972,87
13740,19
6283,102
14920,101
6040,115
1981,21
4276,19
13701,64
5294,2
13802,116
4540,65
5982,110
11498,69
12685,90
13337,16
14999,101
6496,102
13075,16
13672,6
14737,101
3020,63
13892,9
15334,91
623,54
3314,52
1347,85
11118,13
7472,88
9158,42
2439,54
42,45
2834,58
6731,90
12509,49
1832,19
836,54
574,54
211,2
1298,85
1353,21
1694,85
4746,25
4908,87
5720,2
12148,43
11669,8
12670,88
11803,8
14767,101
15364,91
12692,106
7499,83
6021,115
9364,2
6370,3
10107,46
13940,63
4859,87
6180,108
12883,88
2864,58
8769,58
7272,40
13915,6
12800,90
1862,19
9443,2
9047,2
6449,3
604,54
1328,85
4938,87
4079,97
15392,45
6407,6
10058,46
3339,58
6145,6
9276,10
4229,41
9059,12
1813,19
10858,72
12856,106
9394,2
7864,73
14251,76
555,54
1675,85
4889,87
701,108
816,58
4713,90
7046,114
7302,40
11053,18
14382,7
4308,41
11784,8
1892,19
14561,9
15245,116
3306,2
634,54
4607,108
4808,98
8820,117
10088,46
13880,25
4840,87
7617,88
14262,90
5743,83
9568,10
5280,93
9306,10
3461,61
10467,42
9171,51
847,54
9424,2
9162,2
4759,98
8625,26
846,58
1925,88
9409,108
5956,83
9084,82
5694,83
4775,42
11143,32
15294,73
2323,97
13154,42
3517,77
3195,63
8704,26
3852,67
11832,25
13957,100
10963,101
2193,24
4113,108
10118,46
6862,10
15425,60
3827,10
4391,52
7027,114
9336,10
13450,40
7417,40
9671,0
10053,65
11870,24
7723,46
4120,3
937,68
8655,26
614,58
6915,58
4585,39
14697,31
5724,83
3618,21
4805,42
4342,52
9287,10
15261,73
15522,114
5520,24
3500,2
11862,25
10929,86
11559,24
15398,78
6311,28
8606,26
6631,6
14000,39
14134,39
5937,83
5675,83
9904,63
10224,4
13424,108
11638,24
399,25
8921,37
8429,100
2243,87
8685,26
8745,77
11679,25
14356,88
14535,90
3134,29
9447,83
11950,30
15406,60
2077,54
4372,52
4768,52
258,22
2223,108
5351,107
8128,108
9317,10
14423,34
11589,24
13113,108
13743,46
15367,68
8636,26
1891,49
6621,82
3085,29
7741,113
10821,115
12593,72
2290,54
6197,20
5705,83
4786,42
6739,74
7257,0
9934,63
13327,67
13005,16
1885,5
3368,88
7234,16
8951,37
13079,2
13822,46
14520,88
3164,29
7820,113
84,27
12921,59
11584,30
13504,114
1988,103
11718,30
5180,117
11919,20
5381,107
9885,63
6394,12
7051,16
2882,87
4613,6
7185,16
12042,90
13553,6
11183,100
6954,83
14516,90
13979,114
6651,82
3115,29
10495,108
6769,74
10635,2
676,23
3453,24
5588,33
7264,16
12990,14
13766,6
6746,90
2217,47
6928,67
7398,16
161,102
3631,30
6602,82
1313,85
8983,83
12133,100
7081,16
13308,67
13382,16
7215,16
12086,25
12523,26
13583,6
13717,6
6984,83
10809,10
10943,10
1392,85
5662,103
7699,65
13485,114
7437,65
9154,86
12602,26
4718,5
6757,77
13636,17
15513,27
7166,16
3661,30
7606,22
13960,114
1398,21
6673,83
12812,21
11241,54
5993,95
4570,26
8448,45
5327,5
6884,37
12739,22
7245,16
7379,16
13934,61
10973,10
3612,30
10477,72
7423,22
9013,2
14550,64
1435,24
4649,26
7467,65
10829,2
4767,18
7062,16
11195,59
13564,6
4323,41
8712,10
10952,72
11986,63
6965,83
10690,72
6703,83
2462,12
13004,83
2171,65
7957,77
4762,88
10371,26
8659,120
4660,77
12805,102
12624,27
3906,103
13180,16
7587,22
13941,77
2265,77
8748,54
8349,79
10900,3
10322,26
8610,120
14510,5
6865,37
946,102
10858,6
12622,102
4394,42
4091,41
2520,74
12291,2
544,58
7987,77
9267,97
10273,26
13517,92
12654,27
3936,103
6553,115
11109,32
4345,42
7700,20
8894,0
2557,77
10993,86
495,58
13265,100
14278,5
6895,37
7377,40
5398,19
1867,81
10012,106
9327,3
3086,54
11567,65
13862,26
12425,59
14477,70
4375,42
9246,51
8924,0
10877,32
11997,63
13177,108
8827,67
921,58
3056,67
7968,77
62,68
659,58
10007,112
13496,90
2737,21
5865,20
3031,10
6272,115
78,12
4326,42
15350,116
9357,3
9780,106
3531,67
9040,67
13952,77
14045,39
476,58
1615,102
13010,52
9815,63
8755,83
9534,50
3648,63
5828,74
4405,42
8753,10
10255,106
14539,22
6793,2
11490,87
6517,67
12945,108
11883,18
8834,83
7218,114
4224,115
8572,83
12980,65
3599,63
1068,54
8,74
1538,3
4356,42
443,2
11004,86
7924,47
11661,90
1802,49
3142,83
7431,114
7646,39
9845,63
3914,74
10442,53
3678,63
13336,114
1,34
3812,63
10180,53
6864,3
13385,6
10936,36
13572,98
13773,88
7248,114
9796,63
9218,86
8822,86
2669,21
6802,64
4300,2
8433,45
10467,2
7096,16
7801,34
1292,68
15203,15
12343,16
7940,112
15180,68
12563,19
450,18
4657,10
3402,20
10950,92
10446,64
4775,2
6418,74
6473,10
7452,65
3305,87
8553,83
4733,5
6216,88
2102,58
6376,77
6491,27
11288,87
12121,88
14521,102
4474,10
8211,53
12514,19
14955,71
5874,95
9826,63
7866,55
10001,64
5235,108
6088,24
276,23
1322,68
7126,16
6212,90
12299,67
1060,68
5050,62
7708,112
6767,83
3773,84
237,31
8162,53
7229,114
13396,114
4805,2
1054,24
11852,21
3731,87
8858,22
10811,54
14631,95
15228,85
6406,77
12151,88
9776,67
4105,5
11075,100
15,103
3430,95
6718,83
13287,63
11126,65
13388,115
2791,108
3985,88
4360,2
4219,26
8493,45
3286,87
9728,26
10513,67
10573,118
13305,117
2430,102
5080,62
7886,10
4221,72
7435,74
267,31
14661,95
2803,118
1084,24
65,45
5478,108
7572,79
9471,77
13994,46
9663,18
13218,84
1542,84
4274,83
7106,20
12810,30
2937,54
6748,83
7285,22
8245,64
13814,115
2312,2
2821,108
278,45
4667,14
1035,24
4772,67
8726,108
14612,95
11912,48
15052,101
1475,30
1516,68
7768,112
3893,98
11336,117
6785,86
14691,95
11509,45
3966,88
4327,67
12689,90
15003,101
6123,115
2284,61
2848,103
5061,62
5584,103
9551,83
11709,106
2127,77
7476,88
8032,77
13018,36
5440,58
7553,79
7432,18
6074,115
1564,85
2844,105
8226,64
2863,118
11366,117
13272,74
8561,54
3862,88
5526,17
8707,108
11539,45
12458,49
12914,100
7664,31
14771,101
12173,102
421,43
5588,114
5803,2
7682,85
11317,117
8741,106
14242,16
5604,58
4503,40
13066,90
6347,102
6104,115
7835,34
474,54
10149,45
12967,84
8256,64
372,43
1332,85
4942,87
3605,58
2832,108
8453,83
15063,101
11565,74
8466,22
9063,12
6055,115
5155,87
12247,108
14561,119
9607,112
7050,114
7848,94
4312,41
7645,31
900,54
504,54
3035,63
3310,2
5468,25
12650,3
1362,85
4972,87
13073,106
6293,108
12071,67
10002,89
14806,71
5747,83
13961,16
4451,92
6141,10
8758,22
6085,115
9428,2
10433,46
3848,58
4923,87
3746,47
13866,92
3921,48
15542,112
7080,114
14260,19
12707,106
668,54
164,26
728,68
1903,35
4143,97
948,108
5618,90
10967,101
14718,79
4000,48
4437,49
7159,114
10268,100
14475,92
5777,83
15153,7
3831,10
4918,93
3380,74
14574,71
7829,94
11217,20
7626,31
14532,74
11819,88
881,54
1337,68
941,68
5393,93
2850,30
5990,83
7110,114
4768,41
4372,41
5728,83
7244,114
9625,115
12357,114
9322,77
2954,87
4470,118
9074,12
12128,25
13235,117
3504,2
3232,68
10914,103
6478,22
5941,83
6101,72
13222,40
7859,94
10655,108
1233,68
8153,46
11945,25
1367,68
13285,59
8433,100
8689,26
10365,46
14405,90
10731,103
14817,71
5758,83
8972,85
14676,95
9321,10
8232,46
8132,108
13132,2
6151,14
14021,100
14076,36
5237,88
14411,26
12455,19
14791,18
11637,30
5374,93
5971,83
7091,114
10014,64
5709,83
4790,42
12949,2
11934,24
8183,46
1889,5
82,27
4256,108
8463,100
739,68
14247,39
11038,115
3710,83
14888,72
6459,22
5922,83
3391,74
13847,105
6398,12
12188,25
2625,46
1214,68
11926,25
13891,111
14039,46
4221,6
5341,37
14125,49
8670,26
14386,90
15200,78
406,43
2190,54
2586,54
6001,83
4504,65
4578,14
8095,54
10029,73
6859,77
6933,26
1785,5
8213,46
5455,58
8113,108
9467,77
8985,37
7447,18
1165,68
8493,100
12125,90
15298,91
10686,50
14015,39
13657,65
8987,83
4455,65
8770,85
12817,88
7347,16
13178,67
4749,17
10239,4
8164,46
12734,90
13312,67
13587,6
982,68
12076,90
4270,19
7002,18
8444,100
12255,92
14013,114
2893,103
3149,29
1396,85
9596,83
1991,2
2896,108
10669,2
13465,16
13666,6
12155,90
2692,49
5589,115
14300,63
9675,83
1609,85
12608,72
12682,21
2567,54
9688,22
3566,24
3907,88
7874,68
1766,5
13020,16
3383,88
13617,6
12106,90
7032,18
12937,18
11889,92
1688,85
1481,21
9492,83
3721,83
9505,22
2444,68
4794,2
7471,65
3753,35
8550,58
13495,16
13638,65
13159,67
13233,16
7493,83
1777,19
14518,114
519,54
1639,85
12159,22
5665,2
10563,77
11215,3
2175,65
1160,87
2395,68
12453,26
13087,83
11079,115
12925,21
6387,108
10910,77
4683,26
3205,58
4762,90
8695,45
2365,81
9691,40
1807,19
4357,41
5458,59
11368,117
13603,84
4456,20
4883,87
11930,106
1462,21
3864,108
1104,47
10149,100
11250,118
8531,58
2760,58
2980,61
3940,103
10146,31
12099,63
146,51
4815,74
13874,25
4834,87
9586,108
14049,26
11463,118
13791,27
4269,49
5208,5
13515,92
2536,20
12656,102
14084,20
9519,54
2318,63
2392,12
9403,108
3751,59
1913,14
2790,58
15500,49
7839,73
8928,0
11523,24
4864,87
8845,2
10970,77
4046,98
15419,60
6071,6
14720,59
10069,90
14491,7
14873,72
2686,85
4417,41
2961,61
6538,115
2424,85
13054,40
2422,12
3019,2
2341,87
8387,26
3535,67
9044,67
9768,98
8364,79
11652,30
2517,20
12293,63
4409,42
9139,75
15171,116
8600,26
9384,108
5707,79
13792,90
6101,6
3329,83
6758,10
9898,63
12716,102
13709,92
2716,85
12850,102
333,11
3065,10
2454,85
6279,12
6568,115
15250,116
15384,116
2371,87
8813,26
3565,67
4088,108
13986,77
11682,30
2943,20
4340,63
9849,63
7392,40
13526,92
12686,115
6492,12
6519,115
13704,98
8630,26
12322,67
15099,68
14158,39
5622,92
3079,29
6152,92
9928,63
8868,83
15236,73
9088,86
7847,31
423,25
11837,25
14514,88
2602,77
3199,67
8581,26
13655,98
15446,68
802,58
12111,5
5573,92
6566,82
9343,83
3231,19
11712,30
13498,114
14109,39
9879,63
4516,117
8423,83
4383,2
6508,77
9199,75
6260,12
374,25
12905,14
15324,78
12170,90
11292,87
98,90
14525,102
3109,29
5626,103
14060,39
1350,11
10851,115
188,20
274,23
9830,63
9252,86
6855,77
10284,4
2185,58
7130,16
15485,117
8611,26
11183,36
11739,25
12303,67
15080,68
12597,19
14199,90
1563,11
9909,63
6373,10
8412,45
3742,63
4413,2
7209,16
404,25
9027,89
3356,27
128,90
14409,48
5656,103
1817,49
4508,10
14090,39
6808,86
1137,24
9860,63
4672,118
2611,58
12886,14
7160,16
8803,88
1356,68
11420,100
6246,90
14111,98
14372,102
3326,40
13909,112
3090,29
5084,62
7338,22
2176,103
6799,10
8196,53
9550,22
1088,24
10348,2
12447,88
1569,68
2166,58
7111,16
177,103
6197,90
12826,84
7289,22
2182,2
3959,74
11084,6
14212,5
4776,67
7190,16
12498,26
1901,19
8907,37
13532,17
13953,10
9101,51
4154,20
5114,62
5637,103
7368,22
7772,112
14131,53
3897,98
6789,86
10378,2
3795,87
9263,86
14630,95
3753,90
7141,16
12710,30
15487,31
7581,22
5065,62
7319,22
11419,117
10211,10
2635,105
3788,84
2654,118
8604,120
9418,108
10591,2
10577,67
1069,24
95,47
13080,14
8314,58
14387,100
7615,20
10688,83
3927,98
7270,22
6819,86
7752,25
11370,117
7273,27
6736,88
12701,102
8695,100
14358,72
8888,0
13282,84
11303,63
5095,62
5577,65
11220,65
3859,85
6889,37
259,47
3881,103
2356,23
6189,40
10542,86
7562,22
12837,84
10676,86
14031,64
7300,22
11037,65
321,107
6849,86
10533,37
10674,13
14165,64
2836,108
4030,88
8282,82
12731,102
4369,42
9236,50
14429,73
11991,63
15067,101
9957,106
194,2
8540,54
7962,77
2587,77
2769,54
653,58
8077,64
11773,69
13445,88
13605,77
2364,5
11046,6
6120,61
2207,21
4320,42
7649,31
770,54
6675,54
6138,115
2647,64
7735,34
13318,20
15035,4
5472,25
15114,68
8510,67
2142,77
3799,47
13422,77
14253,5
1944,92
13776,80
8487,83
185,74
6795,92
8762,22
14345,8
2337,23
12020,67
3938,98
14724,4
11730,5
5407,17
11675,69
11749,18
3593,63
4350,42
6034,115
7283,31
10791,22
9574,58
7163,114
7438,90
289,23
14697,22
12763,3
4301,42
6918,54
751,54
2542,24
489,54
15095,68
7242,114
6020,72
8468,83
9629,115
2621,24
9326,77
5298,87
1024,68
10418,46
13778,102
182,18
3396,20
13635,90
7193,114
11797,8
5811,83
7327,114
5608,20
11816,21
319,23
4331,42
4231,67
781,54
2297,85
9740,67
915,54
6980,6
9456,79
5865,90
15125,68
15400,7
3347,20
9701,112
15138,7
7144,114
298,85
3030,84
4324,2
9995,64
13269,117
3250,87
14821,71
4282,5
2047,58
14025,100
6535,6
12459,19
7223,114
14603,95
3780,23
7095,114
6295,24
9569,77
9388,2
9307,77
9522,2
1005,68
5554,26
2942,92
5237,90
6316,83
15168,7
10925,92
7174,114
13497,102
999,24
3817,63
5792,83
3280,87
3395,74
8266,46
4078,67
4601,108
6769,65
8400,46
12192,25
11237,98
4487,6
6185,14
12489,19
2296,102
13595,115
6267,83
13292,114
4305,2
13902,43
688,24
1789,5
3828,77
8217,46
9337,77
10867,6
1833,48
13789,102
9548,31
2306,2
368,19
4587,65
7204,114
5822,83
4284,64
5244,106
10506,0
14606,95
8296,46
12618,25
12222,25
2107,58
11267,98
1248,68
14918,101
986,68
11091,101
10788,63
12519,19
4781,52
14862,72
9686,86
11503,45
3960,88
10006,64
14557,95
13280,117
3261,87
1819,5
14997,101
15313,78
1065,68
2058,58
13252,18
14735,101
2278,61
15332,91
11281,117
2437,54
13925,3
4071,77
8064,46
9580,77
1770,5
1278,68
8198,46
9117,50
12216,102
13842,5
6398,27
14189,49
1692,85
336,43
9496,83
12870,74
11769,56
14587,95
11144,4
15459,24
12250,100
4485,67
13499,16
13700,6
14270,70
2088,58
14765,101
4820,20
12167,102
12764,92
14140,49
7891,10
5260,63
10769,63
9709,83
1247,85
5072,12
8735,106
70,45
2661,68
2881,108
13913,6
1800,5
14984,72
10024,94
11257,2
5849,54
15390,45
6391,108
13490,88
2552,54
12657,87
12354,49
12414,100
7362,16
12615,90
5287,58
13749,19
7527,83
9695,40
15264,91
3311,42
1673,85
4887,87
699,108
4725,25
14119,3
3971,88
2911,108
10514,79
5366,58
8535,58
12231,100
13480,16
14746,101
2024,19
13122,42
13901,9
15343,91
632,54
5544,64
4966,87
766,54
7872,10
9429,42
14503,114
10086,46
13878,25
1228,85
8716,106
12326,108
3105,58
11701,56
13284,77
11902,46
12862,88
11398,18
6740,90
3459,61
12645,90
13297,16
14841,109
14959,101
1841,19
845,54
7328,31
583,54
1307,85
4736,12
11923,105
6749,95
12941,88
8565,58
3672,61
4336,41
3193,63
7783,22
6379,3
534,54
1654,85
4868,87
5405,26
10116,46
10377,87
11759,118
4692,90
11731,56
14568,71
6065,72
3489,61
4012,102
10916,72
7358,31
11284,10
613,54
6020,6
11187,77
6550,6
7200,88
1751,102
2489,68
3086,58
4583,39
5722,83
11231,83
4340,52
5856,83
9285,10
3044,61
5518,24
3484,67
7947,22
5201,88
564,54
4898,87
710,108
200,6
2903,58
5935,83
7055,114
14787,7
5673,83
4317,41
599,11
7853,94
2720,85
9363,51
15254,116
8743,77
10097,46
11057,88
4849,87
4370,52
9315,10
3470,61
13530,92
9535,13
4402,41
13373,108
9433,2
11587,24
3051,77
4928,87
8634,26
9157,67
4028,59
4707,88
7739,113
1933,92
5703,83
4784,42
629,11
4321,52
2750,85
6737,74
9266,10
9932,63
12406,63
11707,25
10110,106
11841,25
3520,3
6156,65
10289,108
8451,26
4122,108
3203,67
10127,46
11027,37
2422,27
806,58
4180,49
9347,83
3676,21
11716,30
5916,83
4460,103
11103,32
3634,24
13403,108
14033,46
3317,88
12417,77
11658,25
4201,108
15194,78
8664,26
14514,90
6649,82
3113,29
13856,90
9615,19
9560,83
15312,70
1996,40
3627,21
2056,54
4351,52
9296,10
237,22
3451,24
3495,67
8481,26
12688,18
13607,59
8615,26
15346,68
6103,30
1870,49
14143,39
9377,83
8981,83
5684,83
6377,10
9913,63
2731,85
7213,16
408,25
12084,25
12521,26
3143,29
6618,72
10388,63
14094,39
2086,54
7435,65
267,22
9152,86
13123,67
11424,100
8645,26
1900,49
3094,29
6671,83
2180,103
6206,20
5191,42
9943,63
2037,54
7909,106
3377,88
7243,16
13611,6
12100,90
8803,90
1158,85
3513,97
7465,65
10827,2
5505,57
11174,46
7060,16
13562,6
2409,47
389,25
6146,90
7194,16
9475,79
15205,78
14203,39
1426,21
1371,85
3124,29
6701,83
11632,106
10209,74
13726,114
2067,54
8476,45
9529,86
10644,2
10382,2
12999,14
7407,16
9184,51
211,103
5720,103
7585,22
11845,106
1377,21
9764,74
10320,26
7830,55
2937,58
7326,27
8608,120
13011,24
13592,6
7224,16
12215,90
2490,12
5671,103
3737,84
7402,22
11139,65
12058,106
7446,65
13351,65
1152,24
10271,26
2974,61
7277,27
7041,16
12115,88
12349,26
7175,16
1886,19
14305,63
6944,83
15521,31
13969,114
4547,74
6682,83
956,85
7353,22
10975,115
11613,106
12064,42
116,108
969,24
4579,26
6423,88
6893,37
8013,68
5421,49
13976,9
6400,104
14017,10
192,103
3621,30
4017,30
1169,85
12841,84
3758,35
6853,86
4919,67
8328,79
5153,5
8589,120
10301,26
4373,42
10699,72
8839,2
2256,87
11643,106
3054,67
6932,86
7966,77
60,68
6065,6
13668,14
6923,37
14452,59
13411,92
2955,61
3915,103
11050,6
76,12
10040,106
2651,64
9038,67
14024,26
870,58
8358,79
6016,6
14505,70
11129,6
14257,5
7356,40
1948,92
4799,42
4403,42
1390,30
8751,10
4537,42
12025,63
7878,85
9568,3
2322,10
12287,63
9306,3
2501,12
10030,34
12038,2
2748,118
3942,98
14897,72
5571,6
2899,21
5328,19
13413,30
4354,42
6434,115
14373,72
11002,86
11673,25
12237,67
2304,77
14450,26
14188,26
504,58
10201,37
638,58
10421,40
4232,52
10178,53
723,102
219,74
1554,30
6862,3
2674,24
3312,52
12055,63
9336,3
12068,2
12316,67
15227,68
8026,77
13931,77
4569,88
455,58
12507,49
5224,19
1929,92
6800,64
13324,42
4384,42
9114,75
8933,0
10886,32
2510,74
11450,74
14403,72
11703,25
12019,2
1830,49
3516,3
930,58
448,18
6219,18
15016,6
10150,112
3400,20
9754,112
6633,72
10948,92
8551,83
14115,19
8334,85
87,12
4335,42
6374,77
221,12
785,54
8829,27
11286,87
15359,116
15129,68
485,58
12617,72
14953,71
7410,114
9705,112
9824,63
8764,83
2697,21
3657,63
4328,2
4414,42
9144,75
11936,88
12311,2
8942,89
9317,3
12297,67
7706,112
8477,26
13394,114
235,31
7227,114
9514,22
10529,0
4407,2
5823,95
11850,21
6299,24
6404,77
9021,89
7075,16
13630,98
5283,87
11073,100
1811,49
15300,7
4039,20
6716,83
10668,51
167,18
3381,20
1003,24
4358,2
9666,12
3284,87
8315,85
10189,53
10571,118
11168,108
6355,77
12940,65
13581,98
12621,19
4596,59
3655,30
12713,22
5853,95
9805,63
2160,58
4295,67
13896,109
11917,88
6287,27
8923,89
12278,67
3411,20
3752,84
4605,0
5409,54
7208,114
11677,106
1033,24
4288,64
4770,67
7461,65
10601,118
12910,14
14610,95
6225,88
2271,47
5108,62
11095,101
1792,49
13423,10
14689,95
6697,83
3825,10
13703,64
3362,20
5883,95
3904,74
10709,65
313,85
10809,3
4339,2
1593,68
8472,45
3265,87
10943,3
11507,45
15376,15
8953,89
14421,51
2282,61
5059,62
10207,83
3782,84
5017,65
4172,10
4695,14
1063,24
13580,115
14640,95
7551,79
1282,68
14298,102
12553,19
11364,117
2016,63
6331,83
12874,74
13034,63
10973,3
13471,64
14591,95
12891,14
4173,90
3295,87
4355,67
10656,67
15031,101
2092,58
14769,101
11297,63
5089,62
12370,19
11214,65
10773,63
2793,105
6007,107
12953,74
13872,115
396,96
14670,95
3288,47
4306,67
6102,115
7497,85
5040,62
7294,22
8777,105
12965,84
9563,31
8011,77
2830,108
12541,22
1044,24
2568,108
15061,101
1484,30
6315,115
327,117
2763,54
7462,20
7474,74
3420,95
2842,118
12245,108
5178,117
9963,86
104,45
12976,98
2781,108
12698,90
3758,90
9181,50
7643,31
6132,115
7381,31
14750,101
636,54
5070,62
5548,64
7876,10
13968,65
4706,14
15481,27
14963,101
4185,19
6083,115
13626,72
453,54
1573,85
11375,117
351,43
1311,85
6319,99
12661,100
14841,111
14855,9
15042,101
3063,63
11203,10
12705,106
666,54
10941,10
1946,74
4141,97
6428,5
8052,64
11326,117
14834,71
7036,90
14572,71
6069,72
14269,70
7624,31
879,54
483,54
1658,21
10039,94
3031,3
15089,68
1575,23
2117,77
11888,5
8462,83
9241,50
9623,115
12369,49
8200,83
12892,90
13448,42
4160,2
9072,12
11133,72
10971,10
5030,87
830,54
2005,21
7795,34
8753,3
14484,79
6633,6
12987,98
4740,25
3169,58
11705,5
5538,5
5939,83
6099,72
2563,19
7059,114
11066,18
4321,41
9192,50
909,54
513,54
14854,63
4981,87
10449,86
5201,90
10729,103
12938,98
7138,114
14815,71
5756,83
